Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,RealProfit
Second Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Bookcases,781.864,10,0.32,-137.976,-138
Second Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Paper,30.816,9,0.2,9.63,10
Same Day,Consumer,United States,Wheeling,West Virginia,26003,East,Furniture,Tables,673.344,3,0.3,-76.9536,-77
First Class,Corporate,United States,Paterson,New Jersey,7501,East,Office Supplies,Fasteners,6.54,3,0,2.1582,2
First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,572.8,2,0.2,50.12,50
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Art,197.05,7,0,59.115,59
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,2022.272,8,0.2,682.5168,683
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,9.12,3,0,3.1008,3
Same Day,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,38.16,9,0,19.08,19
Standard Class,Corporate,United States,Broken Arrow,Oklahoma,74012,Central,Furniture,Tables,1592.85,7,0,350.427,350
Standard Class,Corporate,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Binders,11.88,2,0,5.346,5
Standard Class,Consumer,United States,Mission Viejo,California,92691,West,Technology,Accessories,120,6,0,46.8,47
Standard Class,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,Appliances,8.67,1,0,2.3409,2
First Class,Home Office,United States,Greenwood,Indiana,46142,Central,Office Supplies,Paper,4.41,1,0,2.0286,2
First Class,Home Office,United States,Greenwood,Indiana,46142,Central,Office Supplies,Paper,167.94,3,0,82.2906,82
First Class,Home Office,United States,Greenwood,Indiana,46142,Central,Office Supplies,Paper,67.8,10,0,31.188,31
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,26.94,3,0,11.3148,11
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,32.04,3,0,8.01,8
Standard Class,Consumer,United States,Rome,New York,13440,East,Office Supplies,Art,32.13,9,0,8.3538,8
Standard Class,Consumer,United States,Rome,New York,13440,East,Office Supplies,Art,2.88,1,0,0.8064,1
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,1091.93,7,0,272.9825,273
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,111.96,2,0,54.8604,55
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Art,26.7,2,0,7.476,7
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Binders,40.2,5,0,18.09,18
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Art,13.89,3,0,4.5837,5
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Storage,689.82,6,0,20.6946,21
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,38.34,9,0,15.7194,16
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,9.264,3,0.8,-13.896,-14
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Bookcases,204.6664,1,0.32,-6.0196,-6
Standard Class,Consumer,United States,Appleton,Wisconsin,54915,Central,Technology,Accessories,1649.75,5,0,544.4175,544
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,91.056,6,0.2,31.8696,32
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,54.208,14,0.2,8.8088,9
Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Technology,Phones,26.982,3,0.4,4.0473,4
Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Labels,6.912,3,0.2,2.5056,3
Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Storage,435.504,3,0.2,48.9942,49
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Appliances,81.08,4,0,22.7024,23
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,93.02,2,0,3.7208,4
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Phones,323.976,3,0.2,36.4473,36
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,5
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,32.592,3,0.2,-7.7406,-8
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,83.92,5,0.2,29.372,29
First Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,199.9,5,0,39.98,40
First Class,Home Office,United States,Seattle,Washington,98115,West,Technology,Phones,31.176,3,0.2,-7.0146,-7
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,172.752,6,0.2,60.4632,60
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,9.296,2,0.2,3.0212,3
Same Day,Corporate,United States,Beaumont,Texas,77705,Central,Office Supplies,Storage,12.768,2,0.2,0.9576,1
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Paper,52.76,2,0,24.2696,24
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,55.616,2,0.2,5.5616,6
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,427.644,14,0.1,80.7772,81
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Fasteners,40.67,7,0,12.6077,13
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,33.48,2,0,1.3392,1
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,9.728,2,0.2,3.2832,3
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,8.856,3,0.6,-6.8634,-7
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,477.666,2,0.15,84.294,84
First Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,16.9,5,0,7.774,8
First Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,39.96,2,0,18.7812,19
Second Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,191.968,7,0.2,16.7972,17
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels,35.52,3,0.2,13.32,13
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.23,5,0.8,-9.6565,-10
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,56.704,2,0.2,19.1376,19
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Bookcases,369.1992,3,0.32,-114.0174,-114
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Technology,Accessories,1.98,2,0,0.891,1
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,75.88,2,0,35.6636,36
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,6.848,2,0.2,2.14,2
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.626,2,0.7,-3.855,-4
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,453.6,3,0.2,90.72,91
First Class,Home Office,United States,San Jose,California,95123,West,Office Supplies,Binders,13.848,3,0.2,5.193,5
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,577.584,6,0.2,43.3188,43
Standard Class,Home Office,United States,Springfield,Virginia,22153,South,Technology,Accessories,151.96,4,0,36.4704,36
Standard Class,Corporate,United States,Broomfield,Colorado,80020,West,Furniture,Furnishings,68.432,7,0.2,8.554,9
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,71.12,5,0.2,9.779,10
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,3.008,2,0.2,0.564,1
Second Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Paper,184.66,7,0,84.9436,85
Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,5.312,2,0.6,-1.5936,-2
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories,132.52,5,0.2,34.7865,35
First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Storage,195.64,5,0.2,-44.019,-44
First Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,51.968,2,0.2,10.3936,10
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories,431.976,3,0.2,-75.5958,-76
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Machines,224.937,3,0.7,-164.9538,-165
First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Labels,6,2,0.2,2.1,2
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,11.76,2,0,5.7624,6
Same Day,Consumer,United States,Tampa,Florida,33614,South,Furniture,Chairs,1125.488,7,0.2,98.4802,98
Same Day,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,12.645,5,0.7,-10.116,-10
Same Day,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Art,4.032,2,0.2,1.0584,1
First Class,Corporate,United States,Fremont,Nebraska,68025,Central,Technology,Phones,79.96,4,0,22.3888,22
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6.732,6,0.7,-4.488,-4
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,33.568,2,0.2,1.6784,2
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,15.84,2,0.2,5.544,6
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,24.424,1,0.2,7.9378,8
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,17.12,5,0.2,1.926,2
Same Day,Consumer,United States,Pomona,California,91767,West,Furniture,Furnishings,31.56,3,0,10.4148,10
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,105.686,1,0.3,-28.6862,-29
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,399.54,2,0.4,-79.908,-80
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,104.93,5,0.3,-4.497,-4
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,1079.85,3,0,323.955,324
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,70.98,1,0,3.549,4
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,29.95,5,0,8.6855,9
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,589.41,5,0.1,-6.549,-7
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,9.648,6,0.2,3.4974,3
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,400.784,1,0.2,-5.0098,-5
First Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,53.72,4,0,13.9672,14
First Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Paper,31.008,1,0.2,11.2404,11
Same Day,Consumer,United States,Concord,California,94521,West,Office Supplies,Binders,61.12,5,0.2,22.156,22
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,195.136,4,0.2,-43.9056,-44
Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Office Supplies,Art,121.536,4,0.2,15.192,15
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,17.472,3,0.2,5.6784,6
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,104.58,9,0.8,-172.557,-173
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,Furnishings,24.7,5,0.6,-9.88,-10
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,Furnishings,302.72,5,0.6,-378.4,-378
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,8.56,2,0,3.852,4
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,11.56,2,0,5.6644,6
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,25.86,3,0,6.7236,7
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,276.784,2,0.2,89.9548,90
Standard Class,Corporate,United States,San Jose,California,95123,West,Technology,Phones,110.352,3,0.2,8.2764,8
Standard Class,Home Office,United States,Sacramento,California,95823,West,Furniture,Furnishings,60.84,3,0,19.4688,19
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,35.208,1,0.2,2.6406,3
Second Class,Corporate,United States,Mansfield,Texas,76063,Central,Office Supplies,Paper,41.472,8,0.2,14.5152,15
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Paper,239.5,5,0,114.96,115
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Supplies,34.2,5,0,9.234,9
Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Tables,376.866,3,0.4,-213.5574,-214
First Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Appliances,197.72,4,0,55.3616,55
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Technology,Accessories,70.72,4,0.2,-6.188,-6
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,194.352,3,0.2,-43.7292,-44
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,21.6,6,0,9.936,10
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,11.07,3,0,5.2029,5
Second Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,282.84,4,0,19.7988,20
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,27.72,9,0,13.3056,13
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Fasteners,11.68,4,0,5.256,5
Standard Class,Consumer,United States,Woodland,California,95695,West,Technology,Phones,239.984,2,0.2,23.9984,24
First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Appliances,22.98,1,0,6.894,7
First Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,102.13,7,0,15.3195,15
First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,2033.584,2,0.2,762.594,763
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.76,2,0,1.6704,2
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Technology,Copiers,899.982,3,0.4,74.9985,75
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Office Supplies,Art,86.352,3,0.2,5.397,5
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Technology,Accessories,139.96,5,0.2,-1.7495,-2
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,16.704,6,0.2,1.2528,1
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Technology,Accessories,3.152,2,0.2,0.4728,0
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,32.896,4,0.2,11.1024,11
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,21.392,2,0.8,-54.5496,-55
First Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,Tables,307.314,3,0.3,-39.5118,-40
First Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,Bookcases,409.9992,3,0.32,-96.4704,-96
First Class,Corporate,United States,Lubbock,Texas,79424,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,3
